Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Matches
103,Conor Coady,engENG,DF,Leicester City,32-055,1993,17,14,1264.0,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Conor Townsend,engENG,DF,Ipswich Town,32-048,1993,6,3,335.0,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.00,0.27,0.27,0.00,0.27,0.01,0.18,0.18,0.01,0.18,Matches
124,Craig Dawson,engENG,DF,Wolves,34-350,1990,15,10,971.0,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
439,Cristian Romero,arARG,DF,Tottenham,26-359,1998,17,17,1371.0,15.2,1,0,1,1,0,0,2,0,1.5,1.5,0.6,2.1,12,66,3,0.07,0.00,0.07,0.07,0.07,0.10,0.04,0.14,0.10,0.14,Matches
491,Crysencio Summerville,nlNED,"FW,MF",West Ham,23-173,2001,19,7,786.0,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
264,Curtis Jones,engENG,"MF,DF",Liverpool,24-081,2001,28,16,1415.0,15.7,3,3,6,3,0,0,3,1,4.1,4.1,1.0,5.1,21,83,67,0.19,0.19,0.38,0.19,0.38,0.26,0.06,0.32,0.26,0.32,Matches
270,Daichi Kamada,jpJPN,MF,Crystal Palace,28-259,1996,29,12,1248.0,13.9,0,0,0,0,0,0,3,1,0.9,0.9,1.6,2.6,23,71,50,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.18,0.07,0.18,Matches
76,Dan Burn,engENG,DF,Newcastle Utd,32-347,1992,32,32,2880.0,32.0,0,0,0,0,0,0,9,0,1.3,1.3,0.8,2.1,9,54,9,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches
397,Dango Ouattara,bfBFA,FW,Bournemouth,23-069,2002,30,19,1843.0,20.5,7,4,11,7,0,0,2,0,8.2,8.2,5.2,13.3,73,41,184,0.34,0.20,0.54,0.34,0.54,0.40,0.25,0.65,0.40,0.65,Matches
363,Daniel Muñoz,coCOL,DF,Crystal Palace,28-330,1996,32,32,2778.0,30.9,4,4,8,4,0,0,9,0,4.6,4.6,3.9,8.5,48,79,176,0.13,0.13,0.26,0.13,0.26,0.15,0.13,0.27,0.15,0.27,Matches
119,Danilo,brBRA,"MF,FW",Nott'ham Forest,23-357,2001,6,4,210.0,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
245,Danny Ings,engENG,"FW,MF",West Ham,32-272,1992,15,1,284.0,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,6,5,29,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches
537,Danny Ward,wlsWAL,GK,Leicester City,31-303,1993,2,1,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
543,Danny Welbeck,engENG,FW,Brighton,34-146,1990,26,20,1762.0,19.6,9,4,13,9,0,0,4,0,8.0,8.0,1.1,9.1,18,39,77,0.46,0.20,0.66,0.46,0.66,0.41,0.05,0.47,0.41,0.47,Matches
384,Dara O'Shea,ieIRL,DF,Ipswich Town,26-048,1999,30,30,2672.0,29.7,0,2,2,0,0,0,6,0,1.1,1.1,0.5,1.7,3,70,6,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,Matches
379,Darwin Núñez,uyURU,FW,Liverpool,25-301,1999,25,8,1010.0,11.2,5,2,7,5,0,0,8,0,5.0,5.0,1.2,6.2,20,25,67,0.45,0.18,0.62,0.45,0.62,0.44,0.11,0.55,0.44,0.55,Matches
71,David Brooks,wlsWAL,"FW,MF",Bournemouth,27-287,1997,25,8,815.0,9.1,2,0,2,2,0,0,3,0,2.2,2.2,1.7,3.9,25,27,75,0.22,0.00,0.22,0.22,0.22,0.24,0.19,0.43,0.24,0.43,Matches
422,David Raya,esESP,GK,Arsenal,29-218,1995,33,33,2970.0,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Dean Henderson,engENG,GK,Crystal Palace,28-040,1997,33,33,2970.0,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
241,Dean Huijsen,esESP,DF,Bournemouth,20-007,2005,27,22,2054.0,22.8,2,1,3,2,0,0,7,0,1.7,1.7,2.0,3.7,35,107,10,0.09,0.04,0.13,0.09,0.13,0.08,0.09,0.16,0.08,0.16,Matches
429,Declan Rice,engENG,MF,Arsenal,26-097,1999,31,29,2482.0,27.6,2,7,9,2,0,0,6,1,2.6,2.6,6.4,8.9,86,171,85,0.07,0.25,0.33,0.07,0.33,0.09,0.23,0.32,0.09,0.32,Matches
290,Dejan Kulusevski,seSWE,"MF,FW",Tottenham,24-361,2000,28,24,2170.0,24.1,7,4,11,7,0,0,3,0,4.1,4.1,6.1,10.2,115,118,201,0.29,0.17,0.46,0.29,0.46,0.17,0.25,0.42,0.17,0.42,Matches
520,Destiny Udogie,itITA,DF,Tottenham,22-144,2002,23,22,1744.0,19.4,0,1,1,0,0,0,2,0,0.3,0.3,1.4,1.7,51,117,92,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09,Matches
84,Diego Carlos,brBRA,DF,Aston Villa,32-037,1993,10,8,830.0,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
203,Diego Gómez,pyPAR,MF,Brighton,22-025,2003,11,4,431.0,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,5,18,13,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Matches
117,Diogo Dalot,ptPOR,DF,Manchester Utd,26-034,1999,32,31,2788.0,31.0,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.0,62,102,164,0.00,0.10,0.10,0.00,0.10,0.06,0.07,0.13,0.06,0.13,Matches
266,Diogo Jota,ptPOR,FW,Liverpool,28-138,1996,22,13,1074.0,11.9,6,3,9,6,0,0,2,0,7.3,7.3,1.8,9.1,36,33,85,0.50,0.25,0.75,0.50,0.75,0.61,0.15,0.76,0.61,0.76,Matches
480,Djed Spence,engENG,DF,Tottenham,24-255,2000,19,14,1334.0,14.8,1,2,3,1,0,0,4,1,0.5,0.5,1.7,2.2,45,88,63,0.07,0.13,0.20,0.07,0.20,0.03,0.11,0.15,0.03,0.15,Matches
83,Dominic Calvert-Lewin,engENG,FW,Everton,28-036,1997,22,19,1574.0,17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.17,0.06,0.23,0.17,0.23,0.35,0.04,0.39,0.35,0.39,Matches
474,Dominic Solanke,engENG,FW,Tottenham,27-219,1997,23,23,2028.0,22.5,7,3,10,7,0,0,0,0,9.9,9.9,2.9,12.8,29,45,85,0.31,0.13,0.44,0.31,0.44,0.44,0.13,0.57,0.44,0.57,Matches
493,Dominik Szoboszlai,huHUN,MF,Liverpool,24-178,2000,31,25,2190.0,24.3,5,3,8,5,0,0,6,0,6.9,6.9,5.1,11.9,64,110,118,0.21,0.12,0.33,0.21,0.33,0.28,0.21,0.49,0.28,0.49,Matches
320,Donyell Malen,nlNED,FW,Aston Villa,26-102,1999,10,2,268.0,3.0,3,0,3,3,0,0,0,0,1.6,1.6,0.1,1.7,8,5,23,1.01,0.00,1.01,1.01,1.01,0.55,0.02,0.57,0.55,0.57,Matches
338,Dwight McNeil,engENG,"MF,FW",Everton,25-150,1999,16,13,1157.0,12.9,3,4,7,3,0,0,1,0,0.9,0.9,3.8,4.7,32,61,66,0.23,0.31,0.54,0.23,0.54,0.07,0.29,0.36,0.07,0.36,Matches
171,Eberechi Eze,engENG,"MF,FW",Crystal Palace,26-296,1998,29,27,2275.0,25.3,3,8,11,3,0,1,1,0,7.9,7.1,4.7,11.8,65,85,140,0.12,0.32,0.44,0.12,0.44,0.31,0.19,0.50,0.28,0.47,Matches
375,Eddie Nketiah,engENG,"FW,MF",Crystal Palace,25-326,1999,24,7,801.0,8.9,1,1,2,1,0,0,5,1,3.7,3.7,1.5,5.2,35,15,65,0.11,0.11,0.22,0.11,0.22,0.42,0.17,0.59,0.42,0.59,Matches
153,Ederson,brBRA,GK,Manchester City,31-247,1993,22,22,1960.0,21.8,0,4,4,0,0,0,3,0,0.0,0.0,1.5,1.5,0,1,0,0.00,0.18,0.18,0.00,0.18,0.00,0.07,0.07,0.00,0.07,Matches
316,Edmond-Paris Maghoma,engENG,"MF,FW",Brentford,23-348,2001,8,0,119.0,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches
25,Elliot Anderson,engENG,MF,Nott'ham Forest,22-166,2002,31,27,2227.0,24.7,1,6,7,1,0,0,6,0,1.6,1.6,3.1,4.7,36,112,77,0.04,0.24,0.28,0.04,0.28,0.07,0.12,0.19,0.07,0.19,Matches
401,Emerson Palmieri,itITA,DF,West Ham,30-261,1994,28,24,1930.0,21.4,2,1,3,2,0,0,5,0,2.0,2.0,1.5,3.4,42,60,75,0.09,0.05,0.14,0.09,0.14,0.09,0.07,0.16,0.09,0.16,Matches
72,Emi Buendía,arARG,"MF,FW",Aston Villa,28-117,1996,12,0,98.0,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.00,0.00,0.00,0.00,0.00,0.60,0.02,0.62,0.60,0.62,Matches
288,Emil Krafth,seSWE,DF,Newcastle Utd,30-262,1994,9,2,288.0,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
473,Emile Smith Rowe,engENG,MF,Fulham,24-267,2000,29,23,1827.0,20.3,5,2,7,5,0,0,2,0,4.1,4.1,1.1,5.2,50,116,109,0.25,0.10,0.34,0.25,0.34,0.20,0.05,0.26,0.20,0.26,Matches
326,Emiliano Martínez,arARG,GK,Aston Villa,32-231,1992,32,32,2790.0,31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.5,0.5,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
523,Enes Ünal,trTUR,"FW,MF",Bournemouth,27-346,1997,17,2,345.0,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches
180,Enzo Fernández,arARG,MF,Chelsea,24-094,2001,31,27,2500.0,27.8,5,6,11,5,0,0,7,0,5.3,5.3,6.0,11.3,56,193,107,0.18,0.22,0.40,0.18,0.40,0.19,0.22,0.41,0.19,0.41,Matches
221,Erling Haaland,noNOR,FW,Manchester City,24-274,2000,28,28,2480.0,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.80,0.76,0.10,0.86,0.67,0.77,Matches
380,Ethan Nwaneri,engENG,"FW,MF",Arsenal,18-031,2007,23,10,811.0,9.0,4,2,6,4,0,0,1,0,1.1,1.1,1.0,2.2,44,30,101,0.44,0.22,0.67,0.44,0.67,0.13,0.11,0.24,0.13,0.24,Matches
411,Ethan Pinnock,jmJAM,DF,Brentford,31-327,1993,22,21,1913.0,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches
176,Evan Ferguson,ieIRL,FW,West Ham,20-184,2004,7,1,145.0,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,0,6,0.00,0.00,0.00,0.00,0.00,0.35,0.19,0.53,0.35,0.53,Matches
177,Evan Ferguson,ieIRL,FW,Brighton,20-184,2004,13,2,246.0,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches
168,Evanilson,brBRA,FW,Bournemouth,25-197,1999,26,23,1903.0,21.1,9,0,9,9,0,1,0,0,11.0,10.2,1.5,11.7,25,19,86,0.43,0.00,0.43,0.43,0.43,0.52,0.07,0.59,0.48,0.56,Matches
285,Ezri Konsa,engENG,DF,Aston Villa,27-180,1997,29,28,2486.0,27.6,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.2,16,72,11,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
455,Fabian Schär,chSUI,DF,Newcastle Utd,33-122,1991,29,28,2493.0,27.7,4,0,4,4,0,0,7,1,2.1,2.1,0.4,2.5,14,87,17,0.14,0.00,0.14,0.14,0.14,0.08,0.01,0.09,0.08,0.09,Matches
85,Fabio Carvalho,ptPOR,"FW,MF",Brentford,22-234,2002,19,3,455.0,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.40,0.20,0.59,0.40,0.59,0.49,0.13,0.62,0.49,0.62,Matches
74,Facundo Buonanotte,arARG,"FW,MF",Leicester City,20-119,2004,28,13,1429.0,15.9,4,2,6,4,0,0,7,0,3.7,3.7,3.1,6.8,38,51,66,0.25,0.13,0.38,0.25,0.38,0.23,0.19,0.43,0.23,0.43,Matches
269,Ferdi Kadioglu,trTUR,"DF,MF",Brighton,25-196,1999,6,5,385.0,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches
268,Filip Jørgensen,dkDEN,GK,Chelsea,23-005,2002,6,6,540.0,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Flynn Downes,engENG,MF,Southampton,26-091,1999,22,20,1701.0,18.9,1,0,1,1,0,0,10,0,0.6,0.6,0.9,1.6,23,56,28,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches
185,Fraser Forster,engENG,GK,Tottenham,37-035,1988,7,7,630.0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Gabriel Jesus,brBRA,FW,Arsenal,28-018,1997,17,6,608.0,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches
315,Gabriel Magalhães,brBRA,DF,Arsenal,27-123,1997,28,28,2363.0,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,Matches
325,Gabriel Martinelli,brBRA,"FW,MF",Arsenal,23-307,2001,28,20,1866.0,20.7,7,4,11,7,0,0,1,0,5.8,5.8,4.3,10.1,104,43,248,0.34,0.19,0.53,0.34,0.53,0.28,0.21,0.49,0.28,0.49,Matches
237,George Hirst,sctSCO,FW,Ipswich Town,26-065,1999,21,3,451.0,5.0,2,1,3,2,0,0,1,0,1.3,1.3,0.3,1.5,9,11,25,0.40,0.20,0.60,0.40,0.60,0.26,0.05,0.31,0.26,0.31,Matches
440,Georginio Rutter,frFRA,"MF,FW",Brighton,23-001,2002,28,19,1656.0,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches
213,Gonçalo Guedes,ptPOR,"MF,FW",Wolves,28-143,1996,24,7,770.0,8.6,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,31,30,58,0.23,0.47,0.70,0.23,0.70,0.25,0.13,0.38,0.25,0.38,Matches
531,Guglielmo Vicario,itITA,GK,Tottenham,28-196,1996,20,20,1800.0,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
436,Guido Rodríguez,arARG,MF,West Ham,31-009,1994,20,14,1018.0,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
98,Hamza Choudhury,bdBAN,"MF,DF",Leicester City,27-202,1997,4,1,131.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.27,0.00,0.27,Matches
423,Harrison Reed,engENG,MF,Fulham,30-084,1995,11,0,93.0,1.0,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.00,0.00,0.00,0.00,0.00,0.22,0.07,0.30,0.22,0.30,Matches
100,Harry Clarke,engENG,DF,Ipswich Town,24-050,2001,7,4,379.0,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
317,Harry Maguire,engENG,DF,Manchester Utd,32-047,1993,22,16,1418.0,15.8,1,0,1,1,0,0,7,0,1.4,1.4,0.3,1.6,6,42,5,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.10,0.09,0.10,Matches
553,Harry Wilson,wlsWAL,"FW,MF",Fulham,28-030,1997,20,8,851.0,9.5,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,43,71,0.53,0.11,0.63,0.53,0.63,0.34,0.10,0.45,0.34,0.45,Matches
554,Harry Winks,engENG,MF,Leicester City,29-078,1996,22,17,1538.0,17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.5,19,101,11,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches
46,Harvey Barnes,engENG,FW,Newcastle Utd,27-133,1997,28,12,1337.0,14.9,9,4,13,9,0,0,0,0,6.2,6.2,3.4,9.6,68,63,143,0.61,0.27,0.88,0.61,0.88,0.41,0.23,0.65,0.41,0.65,Matches
160,Harvey Elliott,engENG,"MF,FW",Liverpool,22-017,2003,13,0,184.0,2.0,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.3,7,24,23,0.00,0.49,0.49,0.00,0.49,0.23,0.42,0.64,0.23,0.64,Matches
230,Hwang Hee-chan,krKOR,"MF,FW",Wolves,29-085,1996,19,5,645.0,7.2,2,0,2,2,0,0,0,0,0.8,0.8,0.1,0.9,15,12,40,0.28,0.00,0.28,0.28,0.28,0.11,0.02,0.13,0.11,0.13,Matches
417,Hákon Rafn Valdimarsson,isISL,GK,Brentford,23-190,2001,2,1,145.0,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Ian Maatsen,nlNED,DF,Aston Villa,23-042,2002,25,7,887.0,9.9,1,2,3,1,0,0,2,0,0.7,0.7,2.7,3.4,26,39,84,0.10,0.20,0.30,0.10,0.30,0.08,0.27,0.35,0.08,0.35,Matches
447,Ibrahim Sangaré,ciCIV,MF,Nott'ham Forest,27-140,1997,8,3,279.0,3.1,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,12,2,0.00,0.32,0.32,0.00,0.32,0.01,0.11,0.12,0.01,0.12,Matches
284,Ibrahima Konaté,frFRA,DF,Liverpool,25-331,1999,27,26,2230.0,24.8,1,2,3,1,0,0,5,0,1.6,1.6,1.0,2.6,21,102,2,0.04,0.08,0.12,0.04,0.12,0.07,0.04,0.11,0.07,0.11,Matches
191,Idrissa Gana Gueye,snSEN,MF,Everton,35-207,1989,32,30,2615.0,29.1,0,3,3,0,0,0,8,0,1.0,1.0,1.7,2.7,23,122,21,0.00,0.10,0.10,0.00,0.10,0.04,0.06,0.09,0.04,0.09,Matches
244,Igor,brBRA,DF,Brighton,27-073,1998,12,9,903.0,10.0,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,44,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
368,Iliman Ndiaye,snSEN,FW,Everton,25-046,2000,28,25,2117.0,23.5,7,0,7,5,2,2,3,0,5.2,3.6,1.6,5.2,78,44,105,0.30,0.00,0.30,0.21,0.21,0.22,0.07,0.29,0.15,0.22,Matches
450,Ismaila Sarr,snSEN,"MF,FW",Crystal Palace,27-055,1998,33,26,2364.0,26.3,7,4,11,7,0,0,4,0,8.3,8.3,6.9,15.1,63,76,160,0.27,0.15,0.42,0.27,0.42,0.31,0.26,0.58,0.31,0.58,Matches
135,Issa Diop,frFRA,DF,Fulham,28-102,1997,21,15,1339.0,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
101,Jack Clarke,engENG,"FW,MF",Ipswich Town,24-149,2000,27,10,994.0,11.0,0,4,4,0,0,0,2,0,1.0,1.0,2.0,2.9,29,32,47,0.00,0.36,0.36,0.00,0.36,0.09,0.18,0.27,0.09,0.27,Matches
209,Jack Grealish,engENG,"FW,MF",Manchester City,29-223,1995,19,7,720.0,8.0,1,1,2,1,0,0,3,0,1.1,1.1,1.8,3.0,69,52,118,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,Matches
225,Jack Harrison,engENG,FW,Everton,28-152,1996,29,21,1825.0,20.3,1,0,1,1,0,0,0,0,3.3,3.3,3.7,7.0,60,43,114,0.05,0.00,0.05,0.05,0.05,0.16,0.18,0.34,0.16,0.34,Matches
236,Jack Hinshelwood,engENG,"DF,MF",Brighton,20-010,2005,21,19,1595.0,17.7,2,1,3,2,0,0,4,0,1.4,1.4,1.2,2.6,16,55,44,0.11,0.06,0.17,0.11,0.17,0.08,0.07,0.15,0.08,0.15,Matches
483,Jack Stephens,engENG,DF,Southampton,31-084,1994,15,13,1074.0,11.9,0,0,0,0,0,0,2,2,0.3,0.3,0.2,0.5,13,49,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
498,Jack Taylor,ieIRL,MF,Ipswich Town,26-302,1998,27,1,600.0,6.7,1,0,1,1,0,0,3,0,0.7,0.7,0.5,1.2,11,37,18,0.15,0.00,0.15,0.15,0.15,0.10,0.08,0.19,0.10,0.19,Matches
210,Jacob Greaves,engENG,DF,Ipswich Town,24-221,2000,20,20,1755.0,19.5,1,0,1,1,0,0,4,0,1.2,1.2,0.0,1.3,6,48,5,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.07,0.06,0.07,Matches
366,Jacob Murphy,engENG,FW,Newcastle Utd,30-056,1995,30,26,2018.0,22.4,8,11,19,8,0,0,3,0,5.5,5.5,7.8,13.3,67,61,187,0.36,0.49,0.85,0.36,0.85,0.25,0.35,0.59,0.25,0.59,Matches
